RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
79131,7520,117961,118343,124725,117905,240983,290919,117908,1
20364,5228,119596,119597,168533,120789,301124,118424,120791,1
18405,16971,117961,118300,119993,118321,240983,290919,118322,1
3826,169,117961,118413,121639,118321,117906,290919,118322,1
74195,4566,119062,119091,118992,179731,117906,117887,117973,1
75078,5697,117961,118386,118692,118321,117906,290919,118322,1
6977,795,117961,118225,120551,118784,117906,290919,118786,1
3853,49823,117961,118300,127168,118321,240983,290919,118322,1
111588,16922,117961,117962,118501,117905,240983,290919,117908,1
78311,71949,117932,117933,117878,118568,292195,19721,118570,1
25552,6736,117961,117969,6725,122290,268766,6725,122292,1
74743,56591,118079,118080,117878,117879,243698,19721,117880,1
18418,3623,117961,118343,121747,307024,306404,118331,118332,1
3853,4718,117961,118446,120317,118321,117906,290919,118322,1
80185,1443,117961,118343,120722,118784,117906,290919,118786,1
16174,19623,117961,118225,118403,117905,141377,290919,117908,1
45974,2440,118752,119070,119121,280788,280788,292795,119082,1
21447,31093,117961,118343,118810,118674,123679,19793,118676,0
17249,4910,117961,118343,118911,118912,284092,118424,118914,1
38704,31056,117893,117894,117895,117885,117913,117887,117888,1
20271,24708,117916,118011,118599,179731,155386,117887,117973,1
33249,4308,117961,118343,118833,118054,137362,117887,118055,1
4675,7014,117961,118446,119961,118259,118260,290919,118261,1
90501,7560,117961,118300,119195,117905,117906,290919,117908,1
41325,13441,117961,118225,122870,118207,279443,270488,118209,1
17292,15568,117961,118446,124170,118890,311441,118398,118892,1
6977,7434,117961,118343,118514,117905,117906,290919,117908,1
16018,1398,117961,118300,118437,118784,130735,290919,118786,1
33642,50581,118114,118115,117941,117879,142967,19721,117880,1
40864,58504,117975,117976,117941,121246,136340,118131,121248,1
44301,7339,117961,118300,118360,124194,130884,118363,124196,1
101949,3966,117961,118343,122012,118451,130134,118453,118454,1
43773,19858,117929,117940,117941,117879,117886,19721,117880,1
79121,4931,118290,118291,120026,118422,243787,118424,118425,1
79889,17514,117961,118343,121747,118321,117906,290919,118322,1
39262,15918,117961,118327,118320,118784,160991,290919,118786,1
20296,50366,118138,118139,117884,117879,117886,19721,117880,1
73228,4378,117961,118327,118507,118863,122008,118398,118865,1
79299,15512,117961,118343,119984,118890,125128,118398,118892,1
45325,2260,117961,118343,119598,120497,133686,118424,120499,1
74236,33,117961,118413,118501,144353,144354,118504,144355,1
76860,4272,117961,118343,120666,120773,270820,118960,120774,1
77178,21036,117961,118327,121694,122645,159701,119221,122647,1
19666,22847,117961,117969,19666,120647,123016,118398,120649,1
76876,2354,117961,117962,118501,118502,118503,118504,118505,1
39262,5511,117961,118386,119954,117905,172635,290919,117908,1
25731,3748,117961,118300,120059,118636,133779,118638,118639,1
6977,7644,117961,118225,120383,120690,120690,290919,120692,1
76860,7014,117961,118446,119961,118259,118260,290919,118261,1
23722,84718,117961,118225,121716,120418,254229,249618,120419,1
27356,5697,117961,118386,118692,117905,240983,290919,117908,1
25098,2371,117961,117962,118501,118502,308462,118504,118505,1
80701,4571,117961,118225,119924,118685,279443,308574,118687,1
34950,59347,117961,118327,118320,118321,118448,290919,118322,1
38481,57986,118185,31010,117884,117885,117913,117887,117888,1
153,163,117961,118413,121639,118536,118537,308574,118539,1
1937,1483,117961,117962,118840,124886,143242,118643,124888,1
21432,6986,119062,119091,120323,119093,119094,119095,119096,1
74302,52481,117983,117984,117878,117879,117897,19721,117880,1
153,154,117961,118413,121639,118685,120316,308574,118687,1
33245,1030,117961,118343,120722,118361,127527,118363,118364,1
7543,1398,117961,118300,118437,118321,117906,290919,118322,1
79092,5490,117961,117962,5488,120988,152777,118643,120989,1
17278,120114,118725,118726,119076,118422,124426,118424,118425,1
44944,7551,117961,118052,118867,118321,117906,290919,118322,1
45790,25254,117961,118327,120299,121122,121788,118612,121124,1
26430,36010,117893,117894,117895,117896,117897,117887,117898,1
74310,7212,117961,118343,124725,118784,117906,290919,118786,1
17226,4642,117961,118225,120551,118685,279443,308574,118687,1
15815,4583,117961,118413,120370,118784,240983,290919,118786,1
39392,5313,117961,118052,120356,122067,141493,118424,122069,1
15672,111936,117961,118300,118783,117905,117906,290919,117908,1
42031,71391,117961,118386,118522,118278,229232,290919,118279,1
40729,770,117961,118343,119181,118451,130134,118453,118454,1
931,6252,117961,118300,120312,124419,157234,118424,124421,1
25682,18450,117961,118052,118821,121594,142587,4673,121596,1
41594,117445,119062,119091,118535,117905,117906,290919,117908,1
37007,5511,117961,118386,120361,117905,117906,290919,117908,1
917,1550,117961,118225,123173,119093,123174,119095,119096,1
45337,15422,117961,118386,118867,120097,154656,270488,120099,1
41594,32242,117961,118327,253965,119849,282370,118638,119851,1
79092,4219,117961,118300,120312,120313,157234,118424,120315,1
82090,3875,117961,118327,120318,118321,117906,290919,118322,0
20897,110041,117961,118300,118810,118811,136909,19793,118813,0
25993,5742,117961,118327,120559,118685,279443,308574,118687,1
74195,4566,119062,119091,118992,1.18E+05,117906,117887,118030,1
31689,111936,117961,118300,118783,118321,117906,290919,118322,1
75214,70243,117961,118327,118492,118451,125738,118453,118454,0
41594,50043,117961,118327,118929,124810,137809,249618,124812,1
28579,7510,117961,118446,118684,118784,124402,290919,118786,1
23971,13798,117961,118446,123858,122645,234301,119221,122647,1
1020,221,117961,118413,240766,117905,153318,290919,117908,1
23497,5021,117961,118300,118458,118293,118302,118295,118296,1
39600,53010,118752,119070,119781,118563,171750,270488,118565,1
79299,15491,117961,118343,119796,118702,303450,118704,118705,1
43955,14798,117961,118386,118746,121594,126485,4673,121596,0
16639,4771,117961,118300,119031,118054,120716,117887,118055,0
75649,8563,117961,118300,118783,118321,117906,290919,118322,1
33229,70066,91261,118026,118202,119962,168365,118205,119964,1
45055,7505,117961,118300,119181,118321,117906,290919,118322,1
34056,7389,117961,118386,118746,118451,152307,118453,118454,1
6977,3486,118752,119070,118042,118563,171750,270488,118565,1
45233,11523,118106,118107,117884,118568,141938,19721,118570,1
79092,7408,117961,117962,118352,118321,240983,290919,118322,1
26390,2610,117961,118327,121979,118321,117906,290919,118322,1
37793,20440,117890,117891,117878,117879,117879,19721,117880,1
33054,14855,117961,118300,123719,118451,153802,118453,118454,0
17278,30523,117961,118343,119984,123067,269406,118398,123068,1
79021,55789,121785,121786,120299,121122,217580,118612,121124,1
36301,6982,117961,118300,118783,118321,118406,290919,118322,1
14666,1398,117961,118300,120722,118784,130735,290919,118786,0
25993,55195,126918,126919,118042,118043,118043,270488,118046,1
14831,7014,117961,118446,119961,118278,117906,290919,118279,1
3853,18189,117961,118327,119195,119351,206049,3130,119353,1
35952,2299,117961,117962,119223,123737,131844,118960,123738,1
80661,19986,117961,118225,125139,120773,118959,118960,120774,0
112130,4215,118212,118213,118597,118728,301534,118295,118730,1
80654,5330,117961,118052,118867,118685,279443,308574,118687,1
28472,46608,118315,118463,122636,120773,123148,118960,120774,1
6977,2541,117961,118343,118856,117905,240983,290919,117908,1
42202,3838,117961,118225,119924,118321,118448,290919,118322,0
5045,4175,117961,118343,119598,120789,133686,118424,120791,1
4675,5409,117961,118343,119993,118321,240983,290919,118322,1
79000,5665,117890,118102,117878,120628,278014,118131,120629,1
75078,17465,91261,118026,118202,118278,118260,290919,118279,1
26432,5168,118290,118291,119703,118912,207272,118424,118914,1
278393,3074,117961,117962,120677,307024,306404,118331,118332,1
34583,1450,117961,118300,118437,119962,168365,118205,119964,1
15013,7454,117961,118413,122007,118784,126519,290919,118786,1
17278,120340,120342,120343,119076,118834,311236,118424,118836,1
78532,23225,117961,118300,119984,120647,311441,118398,120649,1
15716,7714,118573,118574,117945,280788,180890,292795,119082,1
29695,46104,117961,118327,120559,120618,304465,118643,120619,1
27124,50728,117961,118327,123631,118502,157266,118504,118505,1
38391,56310,118212,118580,117895,117885,117913,117887,117888,1
40061,6285,117961,118300,132427,118321,117906,290919,118322,1
34223,2034,117961,118052,118328,299559,259703,118205,163732,1
36031,174,117961,118413,121639,118321,117906,290919,118322,1
75445,70479,118953,118954,117941,118568,135898,19721,118570,1
75047,16527,91261,118026,118229,118203,190841,118205,118206,1
77320,7067,117961,118225,118403,117905,117906,290919,117908,1
78842,15768,117961,118225,124449,122297,143193,118331,118899,1
18418,4931,118290,118291,120026,118422,243787,118424,118425,1
39937,19986,117961,118225,125139,120773,118959,118960,120774,1
79411,87910,91261,118026,119279,118451,126309,118453,118454,1
42668,7525,117961,118225,120551,117905,240983,290919,117908,1
3853,2944,117961,118343,119796,119351,257510,3130,119353,1
37951,14695,118602,118603,117941,117885,119621,117887,117888,1
28315,17393,117961,118225,119781,118207,164476,270488,118209,1
43893,32457,117961,118327,118320,117905,117906,290919,117908,1
16768,15824,117961,118225,120323,122849,120324,119095,122850,1
74679,53242,117876,117877,117878,118568,179860,19721,118570,1
31825,49425,117961,118343,119598,118422,300136,118424,118425,1
43831,5899,117961,118327,120318,118841,152788,118643,118843,1
278393,22496,117961,118300,118631,118054,118054,117887,118055,1
44861,7737,117902,118041,118575,119778,174194,19721,119779,1
5173,5048,117961,118300,118458,119928,310608,118331,119929,1
6502,13425,119027,119028,117878,118054,119029,117887,118055,1
18063,3281,117961,118225,119238,122849,120324,119095,122850,1
75078,92216,118315,118316,120764,118465,175082,118467,118468,1
932,6225,117961,118343,118437,117905,117906,290919,117908,1
40474,1527,117961,118327,253965,117905,117906,290919,117908,1
92280,28890,117961,118327,118529,138019,229991,120518,138021,1
52367,54618,117961,118052,118992,118321,117906,290919,118322,0
73132,52417,117961,117962,118791,118396,300044,118398,118399,1
81298,49353,117961,117962,118910,117905,117906,290919,117908,1
37639,27511,118120,118121,117941,117885,117913,117887,117888,1
83046,7393,117902,117903,120428,117905,117906,290919,117908,1
42085,4909,117961,118300,118458,120006,143820,118424,120008,1
34148,2113,117951,117952,117878,128093,128322,119184,128095,1
43952,23228,117961,118446,118471,130606,255657,118474,130607,1
18605,7067,117961,118225,118403,118321,240983,290919,118322,1
75834,1840,117961,118343,118514,118321,240983,290919,118322,1
79121,140260,118163,119075,119076,118834,311236,118424,118836,1
74192,16850,117961,118225,119092,122849,119094,119095,122850,1
42085,52194,117961,118052,126137,126138,126139,124136,126140,1
98494,7133,117961,118327,118320,118784,118785,290919,118786,1
15064,51318,117961,118300,119890,118054,120514,117887,118055,1
111652,5043,117961,118300,118458,120006,310997,118424,120008,1
75649,3053,117961,118225,120663,118641,306399,118643,118644,1
45757,4738,117961,118300,118458,120006,311622,118424,120008,1
80715,141,117961,118225,122273,120773,118959,118960,120774,1
26411,10038,118023,118024,117895,117885,117955,117887,117888,1
6977,3868,117961,118052,122938,117905,117906,290919,117908,1
35376,8068,117961,118386,121668,118321,117906,290919,118322,1
79325,17733,117961,118300,119984,118890,125128,118398,118892,1
34861,8520,117961,118386,119954,119962,168365,118205,119964,1
79888,8516,117961,118386,118733,169634,235935,118736,169635,1
20292,50641,117926,118124,117941,117879,117886,19721,117880,1
933,3097,117961,118300,120312,118792,222652,118424,118794,1
34434,17244,117961,118052,120398,118784,127126,290919,118786,0
20299,14674,11146,118491,117920,118568,163031,19721,118570,1
40331,4576,117961,118327,118391,123045,123107,120518,123047,1
79881,56769,117918,117919,118483,117879,117886,19721,117880,1
31825,3811,120864,121013,118395,118396,269406,118398,118399,0
109183,30533,91261,118026,119507,123648,123107,120518,123650,1
30854,2270,117961,118413,120666,120773,118959,118960,120774,1
74142,1117,117961,117962,118352,117905,117906,290919,117908,1
23465,4729,117961,118300,118301,118054,118443,117887,118055,0
115057,17394,117961,118413,122007,118321,117906,290919,118322,1
42085,14650,118219,118220,117920,117899,117899,19721,117900,1
31661,6482,117961,118052,118992,118321,118448,290919,118322,1
42085,17227,117961,118343,123476,118980,301534,118295,118982,1
78429,12221,117922,117923,117884,118568,214747,19721,118570,1
32270,25318,117961,118052,121667,122060,152987,290919,122062,1
42031,3872,117961,118386,118522,118321,123513,290919,118322,1
34580,744,117961,118300,120722,118321,117906,290919,118322,1
28441,3332,117961,118343,121747,117905,117906,290919,117908,1
31441,4272,117961,118343,120666,123045,123107,120518,123047,1
31224,3000,117961,118225,120551,118321,118448,290919,118322,1
43147,2991,117961,118343,118700,118784,117906,290919,118786,1
40438,27214,117961,118386,118692,118685,279443,308574,118687,1
34991,5249,117961,118386,123144,118396,269406,118398,118399,1
23131,19760,117961,117962,118352,117905,240983,290919,117908,1
18072,15978,117961,119256,119257,117946,118806,292795,117948,1
41470,14289,118602,118603,117941,118568,118568,19721,118570,0
45300,49403,118595,118596,118367,118054,118054,117887,118055,1
80660,78408,117961,118386,125884,307024,255097,118331,118332,1
73134,43514,117961,118446,120620,118801,160106,19793,118803,1
14570,17610,118006,118007,117884,117879,122240,19721,117880,1
34260,8698,120864,120865,119824,117905,117906,290919,117908,0
74717,4308,117961,118343,118833,118834,309123,118424,118836,1
17308,15764,91261,118026,119362,119065,158390,118667,119067,1
34902,5636,117961,118413,122007,118321,117906,290919,118322,1
110614,15504,117961,118386,123656,118321,117906,290919,118322,1
38124,82800,117929,117930,117884,117885,117913,117887,117888,1
3853,2344,118212,118213,118395,118396,233714,118398,118399,1
74390,3526,117961,118225,137996,119093,121698,119095,119096,1
108171,7553,117961,118225,118403,117905,240983,290919,117908,1
42733,7560,117961,118300,119181,118321,117906,290919,118322,1
38470,79103,118023,118024,117895,117885,117955,117887,117888,1
75078,41759,118315,118463,119214,118321,150358,290919,118322,1
45567,13827,117961,118343,118514,118685,122058,308574,118687,1
32094,32117,117887,118178,128742,134067,305581,19793,134069,1
80032,7935,117961,118052,120539,117905,117906,290919,117908,1
17825,2312,117902,117903,119181,128230,302830,4673,128231,1
34958,7987,117961,118327,120383,118784,213944,290919,118786,1
18229,189,117961,118413,121639,118321,117906,290919,118322,1
29304,62490,117975,117976,117920,120132,197098,120134,120135,1
34964,50538,118953,118954,117920,118568,131694,19721,118570,1
13878,53230,117876,117877,117878,118568,292195,19721,118570,1
20299,16641,117929,117930,119569,179731,255789,117887,117973,0
1020,1443,117961,118343,120722,118321,117906,290919,118322,1
20279,83363,117922,117923,117884,117885,117913,117887,117888,1
40462,3843,117961,118413,120370,118784,237727,290919,118786,1
37260,67615,117932,117933,117878,118568,310414,19721,118570,1
80873,7578,117961,118343,120722,118784,117906,290919,118786,1
85557,97016,119062,119091,118957,117905,117906,290919,117908,1
1020,79603,117961,118386,125884,1.23E+05,293990,3130,1.23E+05,1
74270,5158,118290,118291,118597,1.18E+05,118294,118295,1.18E+05,1
77300,4623,118582,118583,117945,117946,117946,292795,117948,1
6977,2976,117902,117903,118700,118321,117906,290919,118322,1
75078,25616,122532,123330,118317,174391,241995,119695,174393,1
27714,15918,117961,118327,118320,118685,120316,308574,118687,1
73083,70274,119062,119091,118042,118563,118563,270488,118565,1
41576,3944,117961,118343,118514,118784,118785,290919,118786,1
4675,16752,119062,119091,143531,117905,118036,290919,117908,1
23096,16724,118212,118213,120551,117905,240983,290919,117908,1
35394,7032,117961,118052,118992,118259,287351,290919,118261,0
28634,67326,117910,117911,117912,118568,198040,19721,118570,1
80151,6227,117961,118343,118437,118784,117906,290919,118786,1
80842,1030,117961,118343,120722,118361,118362,118363,118364,1
32423,20169,117961,118343,118660,117905,117906,290919,117908,1
38391,54321,117890,117891,117878,117879,117879,19721,117880,1
79208,15530,118573,118574,117945,280788,158910,292795,119082,0
15714,7789,118573,118574,117945,117946,144259,292795,117948,1
1020,25557,117961,118300,121951,118321,240983,290919,118322,1
4675,1447,117961,118343,120722,120690,120690,290919,120692,1
31200,770,117961,118343,119181,118451,130134,118453,118454,1
39182,7424,5110,117954,122672,130857,125539,308574,130858,1
42388,8204,117961,118052,118867,118054,305057,117887,118055,1
79361,3875,117961,118327,120318,118321,117906,290919,118322,1
3130,3189,117961,118343,118856,119743,260524,3130,119745,1
4675,1978,117961,118327,120559,122269,141096,118643,122271,1
116246,4698,117961,117962,118352,117905,117906,290919,117908,1
73032,21592,117926,118266,117920,118568,310732,19721,118570,1
34433,50976,117961,118413,119968,117905,117906,290919,117908,1
16320,17759,117961,118413,122007,118536,118536,308574,118539,1
37734,69126,118090,118091,119424,179731,118017,117887,117973,1
33886,57580,118169,118170,118450,118636,131394,118638,118639,1
86328,5697,117961,118386,118692,118321,240983,290919,118322,1
42508,5541,117961,118300,118514,118321,117906,290919,118322,1
278393,20900,118752,119070,119136,119137,176103,118474,119139,1
42093,17251,117961,118300,121108,120344,202649,118424,120346,1
20293,27915,117926,117927,117920,118568,281735,19721,118570,1
6704,6199,117961,118225,120663,117905,240983,290919,117908,1
32642,49064,118555,118178,118556,117946,118557,292795,117948,1
77510,4589,117961,118327,120383,120690,120690,290919,120692,1
80466,120822,119596,119597,120823,120647,311441,118398,120649,1
25274,20560,117876,117877,117878,1.18E+05,117879,19721,1.18E+05,1
79698,14928,117961,118446,120317,120690,136365,290919,120692,1
18418,4886,117961,118343,118979,118422,155142,118424,118425,1
20281,24708,117916,118011,118599,179731,155386,117887,117973,1
42085,13794,117961,118052,120417,118702,125047,118704,118705,0
18519,32242,117961,118327,118929,118259,120721,290919,118261,1
5452,25,117961,117962,122224,118321,117906,290919,118322,1
35376,27214,117961,118386,118733,118685,279443,308574,118687,1
39863,2017,117961,118327,121645,124886,147144,118643,124888,1
13878,2163,118219,118220,120694,118777,130218,308574,118779,1
25883,59312,118550,118551,118378,118054,132841,117887,118055,1
20272,71161,117910,117911,117941,117885,117913,117887,117888,1
32270,4362,117961,118343,126955,118777,279443,308574,118779,1
34950,12397,117961,118327,121787,123045,123107,120518,123047,1
20202,3071,120864,120865,139897,184274,310016,151277,184276,1
35792,46185,118887,118888,118889,118890,206237,118398,118892,1
78327,55982,117983,117984,117878,117899,119057,19721,117900,1
19989,17218,117961,118300,118395,123067,269406,118398,123068,1
77445,5244,117961,118343,119598,118321,240983,290919,118322,1
42668,4108,118887,118888,119136,120056,137950,118474,120058,1
75078,24974,91261,118026,118027,119409,118148,119006,119411,1
45624,7389,117961,118386,118746,118451,152307,118453,118454,1
17308,3993,117961,118343,120126,120497,223125,118424,120499,1
78972,17561,91261,118026,118202,118278,118260,290919,118279,1
15716,15639,117902,118041,117945,117946,118806,292795,117948,1
27082,15542,117961,118300,118395,118396,300044,118398,118399,1
38718,66827,117910,117911,117884,117885,117913,117887,117888,1
23970,46526,117961,118300,119984,118396,269406,118398,118399,1
80723,15542,117961,118300,118395,123067,269406,118398,123068,1
14354,5549,122880,122974,117945,280788,135815,292795,119082,1
15703,1938,117961,118300,118066,120560,304465,118643,120562,1
78745,4945,117961,118300,118360,118129,122064,118131,118132,1
34954,70641,117961,118327,120318,118685,310608,308574,118687,1
971,4375,117961,118343,120347,118826,257115,118424,118828,1
25240,74831,117961,118327,118391,120702,132069,118504,120704,1
15030,94005,117902,118041,120323,122849,138522,119095,122850,1
25270,15902,117961,118052,120398,118054,121311,117887,118055,1
35634,49384,117961,118343,118609,118728,301534,118295,118730,1
34223,6217,117961,118327,118328,120765,120765,118467,120767,1
45095,58883,117902,118041,118556,280788,280788,292795,119082,0
25442,12986,5110,117954,117895,117899,117897,19721,117900,1
25274,55895,117961,118343,118833,118777,279443,308574,118779,1
14354,31857,117929,117930,117912,117879,117886,19721,117880,1
73490,16641,117929,117940,117941,118568,293374,19721,118570,1
25993,23200,117961,118343,123125,118685,120316,308574,118687,1
25886,26312,138798,138799,120539,118321,117906,290919,118322,1
42093,61062,117961,118446,120368,119849,303111,118638,119851,1
21746,79366,117961,118413,120526,117905,240983,290919,117908,1
58678,3236,117961,118327,129972,118784,117906,290919,118786,1
38957,7505,117961,118300,119181,118321,117906,290919,118322,0
15927,7520,117961,118343,124725,118784,117906,290919,118786,1
79092,86385,117961,118225,121574,122645,309858,119221,122647,1
39252,11987,118006,118007,118008,118568,226012,19721,118570,1
33248,51124,117961,118300,118631,118834,123413,118424,118836,1
25993,8.06E+02,117961,118300,123719,118321,117906,290919,118322,1
75078,88387,118315,118463,118522,119172,121927,118467,119174,1
22391,1550,117961,118225,123173,118054,119601,117887,118055,1
25240,50040,117961,118327,118391,117905,117906,290919,117908,1
80541,2344,118212,118213,120823,120647,311441,118398,120649,1
33247,743,117961,118343,120722,118784,117906,290919,118786,1
39932,2819,117961,118300,120410,118321,117906,290919,118322,1
37942,13555,117935,117936,118810,119899,310825,19793,119900,1
37793,54321,117890,117891,117878,117899,117879,19721,117900,1
75455,4669,117961,118327,118391,118321,117906,290919,118322,1
4675,2641,117961,118327,118391,118784,117906,290919,118786,1
72024,15516,117961,118052,120304,118702,132675,118704,118705,1
4675,7001,117961,118327,118933,128230,302830,4673,128231,1
4675,126191,119301,119302,119303,117905,117906,290919,117908,1
23127,55132,118169,118170,118042,118054,119008,117887,118055,1
81476,23614,117961,118300,117878,122129,124893,121916,122131,1
104316,169,117961,118413,121639,117905,287626,290919,117908,1
23862,14731,117961,118446,118447,119346,302830,4673,119348,1
42006,14862,117961,118225,118403,118980,301534,118295,118982,0
80578,901,117902,117903,120428,117905,117906,290919,117908,1
79092,5262,119596,119597,124133,120344,282594,118424,120346,1
74342,49440,117961,118300,118631,118422,142573,118424,118425,1
45361,5278,118887,118888,125440,120006,303717,118424,120008,1
969,7703,117943,117944,117945,118274,129282,292795,118276,1
982,4413,117961,118343,118821,117905,117906,290919,117908,1
42085,17264,117961,118300,118825,118459,251992,249618,118461,1
27348,51243,117961,118300,123055,120344,134311,118424,120346,1
25565,1755,117961,117962,119223,125793,146749,118643,125795,1
33249,4993,117961,118343,118979,118912,309291,118424,118914,1
79121,2710,118290,118291,120823,118890,189881,118398,118892,1
20897,17856,117961,118327,118673,118811,286597,19793,118813,0
27356,6217,117961,118327,118328,120765,120765,118467,120767,1
3853,4828,117961,118343,118395,118890,125128,118398,118892,1
39138,17561,91261,118026,118202,118278,151426,290919,118279,1
34430,3944,117961,118343,118514,118784,118785,290919,118786,1
44874,70056,117961,118225,118403,118777,131444,308574,118779,1
34924,1912,119134,119135,118042,117896,287998,117887,117898,1
40753,57580,118169,118170,118450,118636,131394,118638,118639,1
79363,6235,117961,118343,118437,1.19E+05,310608,118331,1.19E+05,1
15064,1600,117961,118327,118507,118054,120514,117887,118055,1
39230,5717,117961,118300,124725,118321,117906,290919,118322,1
75834,3889,117961,118386,121668,117905,240983,290919,117908,1
77466,50520,118192,118193,117895,117879,118250,19721,117880,1
28294,46704,91261,118026,118202,117905,117906,290919,117908,0
312139,3966,117961,118343,122012,117905,240983,290919,117908,1
28572,4622,118212,118580,117878,133111,125539,118870,133113,1
29634,49283,117961,118300,119195,118321,117906,290919,118322,1
73876,70243,117961,118327,118492,118747,125738,118453,118749,1
42031,123520,118315,118463,118522,119172,140786,118467,119174,1
29570,17196,120864,121013,124266,118422,300136,118424,118425,1
14925,20361,117961,117962,118352,118321,117906,290919,118322,0
44987,15006,117961,118327,120559,120773,123107,118960,120774,1
23096,23144,117961,118225,118403,120690,120690,290919,120692,1
3826,154,117961,118413,121639,118321,117906,290919,118322,1
35343,1913,117902,117903,118783,120952,122352,118453,120954,1
39392,19834,117961,118052,120096,120097,174445,270488,120099,1
25830,20102,117961,118327,123757,122129,187084,121916,122131,1
1020,7344,117961,118225,120663,123648,127917,120518,123650,1
37260,79403,117983,117984,117878,118568,292195,19721,118570,1
1020,17759,117961,118413,122007,118536,118536,308574,118539,1
40848,7067,117961,118225,118403,117905,117906,290919,117908,1
59020,1012,117961,118225,119924,118321,117906,290919,118322,1
39331,71189,117961,118386,121883,1.20E+05,168365,118205,1.20E+05,1
37807,58692,117926,118124,117941,1.18E+05,117886,19721,1.18E+05,1
20292,547,117926,117927,117884,117885,117913,117887,117888,1
75078,87910,91261,118026,119507,118278,118260,290919,118279,1
79121,17218,117961,118300,118395,118396,300044,118398,118399,1
43087,5244,117961,118343,119598,118321,240983,290919,118322,1
7543,5636,117961,118413,122007,118321,117906,290919,118322,1
4673,17831,117961,118300,121305,121594,131163,4673,121596,1
27785,4871,117961,118300,125872,120006,159698,118424,120008,1
34924,74831,117961,118327,118391,118784,117906,290919,118786,1
77977,820,117961,118300,123719,118777,279443,308574,118779,1
43633,30534,117961,118343,119142,118321,150358,290919,118322,1
75216,15581,118256,118257,117945,118995,118806,292795,118997,1
78176,671,117961,117962,118352,118321,117906,290919,118322,1
43022,7284,91261,118026,118202,118321,117906,290919,118322,0
92911,23200,117961,118343,123125,118784,117906,290919,118786,1
25993,58466,118602,118603,118008,118568,118568,19721,118570,1
19722,7491,117961,118300,119181,117905,240983,290919,117908,1
30584,7785,118573,118574,117945,259173,127423,292795,118943,1
6977,4576,117961,118327,118391,118321,117906,290919,118322,1
35469,5385,117961,118343,122012,1.20E+05,168365,118205,119964,1
33111,795,117961,118225,120551,117905,117906,290919,117908,1
74302,1475,117902,117903,118450,119192,150602,119184,119194,1
74954,16527,91261,118026,118229,118203,190841,118205,118206,1
79092,20965,117961,118300,19772,120628,278014,118131,120629,1
7543,49283,117961,118300,119195,118321,117906,290919,118322,0
78606,7560,117961,118300,119195,117905,117906,290919,117908,1
34026,86285,117961,117969,118673,123082,131110,19793,123084,1
37624,1012,117961,118225,119924,117905,240983,290919,117908,1
43494,7460,117961,118300,118783,117905,240983,290919,117908,1
40897,32242,117961,118327,118929,118321,118785,290919,118322,1
21402,7021,117961,118300,118783,118784,287626,290919,118786,1
79342,7445,117961,118343,122299,118054,305057,117887,118055,1
391,547,117926,117927,117884,117885,117913,117887,117888,1
16639,3116,117961,118300,147589,118912,309291,118424,118914,1
34331,4549,117961,118225,120050,117905,117906,290919,117908,1
0,71215,117961,118386,118404,118784,118785,290919,118786,0
2252,15784,117961,118343,128639,118777,279443,308574,118779,0
7543,17713,117961,118225,120663,117905,117906,290919,117908,1
35648,4100,118290,118291,124668,118293,118294,118295,118296,1
35539,7519,91261,118026,118202,119962,168365,118205,119964,1
35050,6995,117961,117962,118352,118321,117906,290919,118322,1
22271,3526,117961,118225,120323,119093,121698,119095,119096,1
28564,52423,119665,119666,117895,118568,267952,19721,118570,1
45089,1947,120140,120141,120559,120560,289275,118643,120562,1
6960,4659,117961,118225,120663,118321,117906,290919,118322,1
27623,1088,117961,118327,119830,118321,117906,290919,118322,1
1020,15990,117961,118413,125133,119849,128470,118638,119851,1
73100,27104,117961,118327,118507,121527,128634,118398,121529,1
34924,6727,117961,117969,6725,125687,259130,6725,125689,1
4675,71391,117961,118386,118522,118318,128948,118205,118319,1
43294,4566,119062,119091,118992,118028,130134,117887,118030,0
81350,17264,117961,118300,118825,118459,251992,249618,118461,1
45806,77950,117916,118150,117941,118568,281735,19721,118570,0
28322,1755,117961,117962,119223,125793,139296,118643,125795,1
79035,51226,117961,118327,118320,124886,164752,118643,124888,1
39883,311198,91261,118026,122392,273308,177669,249618,118232,1
45652,4549,117961,118225,120050,117905,117906,290919,117908,1
40729,770,117961,118300,119181,119346,302830,4673,119348,1
37624,1012,117961,118225,119924,117905,117906,290919,117908,1
26323,4567,117961,118300,118514,119962,168365,118205,119964,1
75078,71203,117961,118386,118522,118321,117906,290919,118322,1
23497,3918,117961,118343,118660,118912,309291,118424,118914,1
17308,5043,117961,118300,118458,118523,129545,118331,118525,1
20364,125466,117902,117903,120171,120990,262257,118398,120992,1
75078,2343,119691,119692,118635,122967,311441,119695,122969,1
27785,1806,117961,118413,122007,118321,117906,290919,118322,1
34817,25262,117961,118327,118320,118685,310608,308574,118687,1
80757,6232,117961,118343,118437,120516,185973,120518,120519,1
19946,19623,117961,118225,118403,118321,117906,290919,118322,1
19310,31155,5110,117954,122672,133111,260573,118870,133113,1
39472,7459,5110,117954,122672,118685,223708,308574,118687,1
86180,5093,117961,118446,124170,118396,233714,118398,118399,1
